ter_id,nombre,lugar_over,direccion,provincia,departamento,telefono,latitud,longitud
410,LIMA / LIMA / SAN JUAN DE LURIGANCHO / CANTO GRANDE,CANTO GRANDE,"CALLE SAN MARTIN CON AV. COMERCIAL NORTE 189 - SAN JUAN DE LURIGANCHO, REF. A 1/2 CUADRA DE LA AV 6 DE CANTO GRANDE - AL COSTADO DEL PLAY PARK (PARQUE BOLOGNESI)",LIMA,LIMA,(01) 500 7878,-11.973.898.198.595.200,-7.700.615.208.127.300
411,LIMA / LIMA / SAN JUAN DE LURIGANCHO / LOS PINOS,LOS PINOS,"MZ. B1 LT. 25 URBANIZACIÓN LOS PINOS SAN JUAN DE LURIGANCHO, REF. AV. FERNANDO WIESSE - CERCA A LA ESTACIÓN SAN MARTÍN",LIMA,LIMA,(01) 500 7878,-11.973.859.486.208,-76.999.139.704.875
415,HUANUCO / LEONCIO PRADO / JOSE CRESPO Y CASTIL / AUCAYACU,AUCAYACU,"JR. CHICLAYO 247 0C-02 CENT AUCAYU, LEONCIO PRADO, HUÁNUCO, REF. ATRÁS DEL ESTADIO MUNICIPAL",LEONCIO PRADO,HUANUCO,(01) 500 7878,-89.322.596.556.481,-76.112.530.146.816
416,SAN MARTIN / RIOJA / PARDO MIGUEL / PARDO MIGUEL NARANJOS,PARDO MIGUEL NARANJOS,"JR. MIGUEL GRAU 101 MZ. 34 LT. 6, PARDO MIGUEL - RIOJA - SAN MARTIN, REF. AV. MARGINAL CDRA 5",RIOJA,SAN MARTIN,(01) 500 7878,-5.739.746.366.208,-77.501.779.316.434
417,ICA / ICA / ICA / ICA URB. MANZANILLA,ICA URB. MANZANILLA,"AV. MANUEL SANTANA CHIRI N°359 A1 – ICA, REF. CRUCE CON CALLE BALTAZAR CARAVEDO",ICA,ICA,(01) 500 7878,-14.075.173.411.545,-75.723.226.190.124
419,LIMA / CAÑETE / IMPERIAL / CAÑETE IMPERIAL,CAÑETE IMPERIAL,"JR. AUGUSTO B. LEGUÍA N.º 457, MZ E, CENTRO POBLADO IMPERIAL, IMPERIAL - CAÑETE - lima, ref. CEVICHERÍA BRISAS DEL MAR",CAÑETE,LIMA,(01) 500 7878,-13.059.358.624.396.900,-7.635.372.113.923.680
420,LA LIBERTAD / TRUJILLO / TRUJILLO / ATAHUALPA,ATAHUALPA,"CALLE ATAHUALPA 481 – TRUJILLO – LA LIBERTAD, REF. A 1/2 CDRA DE LA AV LOS INCAS",TRUJILLO,LA LIBERTAD,(01) 500 7878,-81.150.950.743.473,-79.023.006.204.424
421,LA LIBERTAD / VIRU / VIRU / PUENTE VIRU,PUENTE VIRU,"PANAMERICANA NORTE N° 933 PUENTE VIRÚ - VIRÚ - LA LIBERTAD, REF. a MEDIA CDRA. DEL GRIFO ZONA ETNA/MEDIA CDRA. DEL SEMAFORO ZONA ETNA",VIRU,LA LIBERTAD,(01) 500 7878,-84.283.352.899.314,-78.778.388.900.003
422,PIURA / HUANCABAMBA / HUANCABAMBA / HUANCABAMBA,HUANCABAMBA,"AV. RAMON CASTILLA 0351 HUANCABAMBA - PIURA, REF. A 1 CUADRA DE LA CAPILLA RAMON CASTILLA",HUANCABAMBA,PIURA,(01) 500 7878,-524.390.333.549,-79.453.353.341.105
423,LIMA / LIMA / LOS OLIVOS / AV. CARLOS IZAGUIRRE CDRA. 14,AV. CARLOS IZAGUIRRE CDRA. 14,"CALLE DAVID ALVA MANZANA H LOTE 4 URB. CAJABAMBA LOS OLIVOS - LIMA, REF. ENTRE LA AV. CARLOS IZAGUIRRE CON LA AV. UNIVERSITARIA (FRENTE AL COLEGIO PAMER)",LIMA,LIMA,(01) 500 7878,-11.991.719.564.562.700,-7.708.044.440.622.400
424,LA LIBERTAD / PACASMAYO / GUADALUPE / CIUDAD DE DIOS,CIUDAD DE DIOS,"MZ. A LT. 01 CPM CIUDAD DE DIOS - SEC. LOS ÁNGELES – GUADALUPE – LA LIBERTAD, REF. AL COSTADO DEL MOLINO SAMÁN Y A DOS CUADRAS DEL CRUCE A CAJAMARCA",PACASMAYO,LA LIBERTAD,(01) 500 7878,-73.078.077.719.091,-79.480.498.695.801
425,LA LIBERTAD / PACASMAYO / GUADALUPE / GUADALUPE LA LIBERTAD,GUADALUPE LA LIBERTAD,"AV. NILLA CERRUTY N° 299 - GUADALUPE – PACASMAYO – LA LIBERTAD, ref. AL COSTADO DEL GRIFO REPSOL - NEOTECH",PACASMAYO,LA LIBERTAD,(01) 500 7878,-72.469.439.071.577,-7.946.819.496.902
426,LIMA / LIMA / LA MOLINA / LOS FRESNOS,LOS FRESNOS,"AV. LOS FRESNOS 1305 TIENDA 2 - URB. PORTADA DEL SOL I ETAPA - LA MOLINA - LIMA, REF. A 3 CDRAS. DEL ÓVALO DE LOS CÓNDORES",LIMA,LIMA,(01) 500 7878,-12.104.084.611.289,-769.414.167
427,SAN MARTIN / TOCACHE / TOCACHE / AV FERNANDO BELAUNDE,AV FERNANDO BELAUNDE,"AV. FERNANDO BELAUNDE C-09 MZ H6 (21), LT. 04, CERCADO DE TOCACHE, REF. FRENTE AL MERCADILLO DE TOCACHE",TOCACHE,SAN MARTIN,(01) 500 7878,-8.186.307,-76.517.989
431,LIMA / LIMA / SAN MARTIN DE PORRES / AV JOSE GRANDA CDRA 38,AV JOSE GRANDA CDRA 38,"AV. JOSÉ GRANDA 3826 DE LA URB. CONDEVILLA SEÑOR Y VALDIVIESO MZ. M7 LT 20, 2 ETAPA, 2 SECTOR - S.M.P. , REF.  ENTRE AV. CONDEVILLA Y AV. LOS PRÓCERES",LIMA,LIMA,(01) 500 7878,-12.020.561.244.152.500,-7.708.705.644.110.370
432,LIMA / LIMA / SURQUILLO / AV. PRINCIPAL,AV. PRINCIPAL,"LT. 12 MZ. G, AV. PRINCIPAL 995 (EX AV. UNO) URB. LOS SAUCES 2DA ETAPA, SURQUILLO, REF. CRUCE CON A. MANUEL VILLARÁN",LIMA,LIMA,(01) 500 7878,-12.120.399.751.438,-77.003.503.247.772
438,AYACUCHO / HUAMANGA / JESUS NAZARENO / JESUS NAZARENO,JESUS NAZARENO,"JR. JOSÉ MARÍA EGUREN 451 - JESUS NAZARENO - HUAMANGA - AYACUCHO, REF. CRUCE CON JR. MARIANO MELGAR",HUAMANGA,AYACUCHO,(01) 500 7878,-13.154.760.305.912,-74.214.073.329.448
439,LIMA / LIMA / SAN JUAN DE LURIGANCHO / BAYOVAR,BAYOVAR,"AV. FERNANDO WIESSE MZ. E8. LOTE 38B, MARISCAL CÁCERES BAYOVAR - SAN JUAN DE LURIGANCHO - LIMA, REF. AUXILIAR PRÓCERES DE LA INDEPENDENCIA, AL FRENTE DE LA UNIVERSIDAD SAN MARCOS – AGROINDUSTRIAL",LIMA,LIMA,(01) 500 7878,-11.952.649.328.006.300,-769.868.396.646.944
440,JUNIN / HUANCAYO / HUANCAYO / SAN CARLOS HUANCAYO,SAN CARLOS HUANCAYO,"PJ. SAN FERNANDO 209 HUANCAYO - HUANCAYO - JUNIN, REF. ESQUINA DEL JR. SAN FERNANDO Y MÁRTIRES DEL PERIODISMO",HUANCAYO,JUNIN,(01) 500 7878,-12.054.983.032.705,-75.201.461.670.555
441,LIMA / HUAURA / HUACHO / HUACHO AV  INDACOCHEA,HUACHO AV  INDACOCHEA,"AV. MERCEDES INDACOCHEA 1276 HUACHO - HUAURA - LIMA, REF. INTERSECCIÓN CON PEDRO RUIZ GALLO, A 2 CDRAS. DE LA UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",HUAURA,LIMA,,-111.185.268.130.511,-776.103.892.352.451
442,TACNA / TACNA / CIUDAD NUEVA / TACNA CIUDAD NUEVA,TACNA CIUDAD NUEVA,"CIUDAD NUEVA MZ 46 LT 12 COMITÉ 10 CIUDAD NUEVA - TACNA, REF. A UNA CDRA. DE LA PLAZA JOSÉ OLAYA DE CIUDAD NUEVA",TACNA,TACNA,(01) 500 7878,-17.984.471.588.057,-70.236.055.095.903
443,AREQUIPA / AREQUIPA / ALTO SELVA ALEGRE / AV LIMA,AV LIMA,"AV. LIMA N° 406 – ALTO SELVA ALEGRE - AREQUIPA, REF. ESQUINA CON AV. OBRERA CUADRA 20",AREQUIPA,AREQUIPA,(01) 500 7878,-16.373.025.713.808,-71.512.111.770.517
444,LA LIBERTAD / TRUJILLO / MOCHE / MOCHE,MOCHE,"AV. LA MARINA LOTE 25 - B – MOCHE – TRUJILLO - LA LIBERTAD, REF. A MEDIA CDRA DE LA COMISARÍA DE MOCHE",TRUJILLO,LA LIBERTAD,(01) 500 7878,-81.718.883.345.549,-79.011.334.590.606
447,CUSCO / CALCA / CALCA / CUSCO CALCA,CUSCO CALCA,"AV. VILCANOTA MZ. A LT 4 CALCA - CUSCO, REF. FRENTE AL GRIFO PETRO PERÚ O EL ÓVALO PUMA - ENTRADA DE CALCA",CALCA,CUSCO,(01) 500 7878,-1.332.544.905.492,-71.953.392.422.748
448,CALLAO / CALLAO / CALLAO / AV  QUILCA,AV  QUILCA,"UNIDAD INMOBILIARIA N° 1, AV. QUILCA MZ. G SUB LT. 11C, URB. AEROPUERTO – SEGUNDO SECTOR - CALLAO, REF. CRUCE CON CALLE 1, FRENTE A LA IGLESIA DE TESTIGOS DE JEHOVÁ",CALLAO,CALLAO,(01) 500 7878,-12.033.462.418.573.200,-770.964.266.665.613
449,LIMA / LIMA / CERCADO LIMA / LIMA AV TINGO MARÍA,LIMA AV TINGO MARÍA,"AV. TINGO MARÍA N°1252-A - CERCADO DE LIMA - LIMA, REF. A MEDIA CDRA. DEL CRUCE CON JR. GRAL. ORBEGOSO",LIMA,LIMA,(01) 500 7878,-120.606.406.907.256,-770.589.838.666.984
450,LIMA / LIMA / CHORRILLOS / MEGAPLAZA CHORRILLOS,MEGAPLAZA CHORRILLOS,"AV. ALAMEDA SUR 5, CHORRILLOS 15067, REF. CRUCE DE AV. ALAMEDA SUR CONAV. ALAMEDA SAN MARCOS",LIMA,LIMA,(01) 500 7878,-1.219.672.190.971.740,-7.701.160.198.642.160
451,LIMA / LIMA / RIMAC / RIMAC GUARDIA REPUBLICANA CDRA. 9,RIMAC GUARDIA REPUBLICANA CDRA. 9,"SECCIÓN INMOBILIARIA N°2 – PRIMER PISO LT. 11 DE LA MZ. 2, URB. VILLACAMPA RIMAC, REF. A UNA CDRA. DEL CRUCE CON AV. FELIPE ARANCIBIA",LIMA,LIMA,(01) 500 7878,-12.029.694.115.562.700,-7.703.647.277.723.020
452,ICA / CHINCHA / PUEBLO NUEVO / CHINCHA PUEBLO NUEVO,CHINCHA PUEBLO NUEVO,"AA. HH. LOS ALAMOS, CALLE LOS LAURELES MZ. 17 LT. 11- A, REF. A 2 CDRAS. DE LA POSTA LOS ÁLAMOS",CHINCHA,ICA,(01) 500 7878,-13.399.703.209.779,-76.140.172.536.272
453,LIMA / LIMA / SAN JUAN DE LURIGANCHO / CAMPOY,CAMPOY,"AV. MALECÓN CHECA MZ. B LT. 7, URB. CAMPOY, SAN JUAN DE LURIGANCHO, REF. A 1 CDRA. DEL CRUCE DE AV. MALECÓN CHECA CON AV. SAN MARTÍN",LIMA,LIMA,(01) 500 7878,-12.024.684.940.555.900,-7.696.870.763.756.480
454,LIMA / LIMA / SANTA ANITA / AV. HUAROCHIRÍ,AV. HUAROCHIRÍ,"AV. HUAROCHIRÍ MZ. E1 LT. 03 - URB. LOS CEDROS SANTA ANITA, REF. CRUCE DE AV. HUAROCHIRÍ CON AV. SANTA ANA",LIMA,LIMA,,-12.041.444.176.806.600,-769.522.978.000.373
455,JUNIN / SATIPO / MAZAMARI / MAZAMARI,MAZAMARI,"JR. JORGE CHAVEZ NRO 144 LT. 8A JUNÍN - SATIPO– MAZAMARI, REF. CERCA A LA VÍA PRINCIPAL, AL COSTADO DEL HOSPEDAJE LUJÁN 1ER PISO",SATIPO,JUNIN,(01) 500 7878,-11.328.194.232.542,-74.532.861.406.404
456,PUNO / MELGAR / AYAVIRI / AYAVIRI,AYAVIRI,"JR. SANTA ROSA PROLONGACIÓN S/N MAGISTERIAL - PUNO - MELGAR - AYAVIRI, REF. A 50 METROS DEL ÓVALO, SALIDA A JULIACA",MELGAR,PUNO,(01) 500 7878,-14.886.554,-70.598.362
457,LIMA / LIMA / SAN MARTIN DE PORRES / AV. DOMINICOS CDRA 14,AV. DOMINICOS CDRA 14,"AV. LOS DOMINICOS 1460 - URB. LOS CIPRESES MZ. Z LT. 4 - SAN MARTÍN DE PORRES, REF. A UNA CDRA. DEL CRUCE CON AV. SANTA ROSA AL LADO DEL MERCADO LOS CIPRESES",LIMA,LIMA,(01) 500 7878,-12.000.236.699.984.300,-7.710.181.607.059.470
459,LIMA / LIMA / SAN BORJA / AV. ANGAMOS,AV. ANGAMOS,AV. ANGAMOS ESTE 2521 (EX AV. PRIMAVERA) - CONJUNTO HABITACIONAL LIMATAMBO -  SAN BORJA. REF. CERCA AL CRUCE DE AV. ANGAMOS ESTE CON AV. PRINCIPAL,LIMA,LIMA,(01) 500 7878,-12.111.695.444.371,-77.004.615.170.566
460,LORETO / MAYNAS / IQUITOS / IQUITOS CO JR. PABLO ROSSELL,IQUITOS CO JR. PABLO ROSSELL,"JR. PABLO ROSSELL 590 CON NANAY, REF. CRUCE CON AV. NANAY FRENTE AL INSTITUTO CEPRO AMÉRICA COMPUTER",MAYNAS,LORETO,(01) 500 7878,-37.421.506.375.217,-7.324.346.254.642
461,JUNIN / SATIPO / PANGOA / PANGOA,PANGOA,"AV. MARGINAL S/N NÚMERO VILLA CHAVINI PANGOA - SATIPO - JUNÍN, REF. AL COSTADO DE LA TIENDA HONDA INVERSIONES ARAUCO SAN MARTÍN DE PANGOA",SATIPO,JUNIN,(01) 500 7878,-11.419.797.368.222,-74.489.787.911.117
462,LIMA / LIMA / SAN MARTIN DE PORRES / AV JOSE GRANDA CDRA. 25,AV JOSE GRANDA CDRA. 25,"AV. JOSE GRANDA 2546 - SAN MARTIN DE PORRES  -LIMA - LIMA, REF. A UNA CDRA. DEL ÓVALO JOSE GRANDA Y AV. UNIVERSITARIA",LIMA,LIMA,(01) 500 7878,-12.026.653.935.000.500,-7.707.307.865.890.110
463,TUMBES / TUMBES / CORRALES / CORRALES,CORRALES,"AV. HUÁSCAR Nº 311 INT. 01 CENTRO, CORRALES - TUMBES, REF. A ESPALDAS DE LA PLAZA DE ARMAS",TUMBES,TUMBES,(01) 500 7878,-3.602.026.086.071,-80.480.083.521.582
464,CALLAO / CALLAO / VENTANILLA / PACHACUTEC PDRO CHINITAS,PACHACUTEC PDRO CHINITAS,"AV. 225 MZ. H SUB LT. T. 11 - ASOC  PROY. ESP. CIUDAD PACHACUTEC, REF. A 1 CDRA. DEL CRUCE CON AV. LOS PROYECTISTAS, VENTANILLA - LIMA - LIMA",CALLAO,CALLAO,(01) 500 7878,-11.841.691.881.151,-77.137.115.856.604
465,LIMA / LIMA / CARABAYLLO / AV JOSE SACO ROJAS,AV JOSE SACO ROJAS,"AV. JOSÉ SACO ROJAS MZ. A LT. 15 PROGRAMA DE VIVIENDA EL PINO, SAN ANTONIO - CARABAYLLO, REF. FRENTE AL CHIFA HONG FU Y A 3 CUADRAS DEL GRAN MERCADO EL PINO",LIMA,LIMA,(01) 500 7878,-11.858.131.810.981.800,-7.704.414.250.346.560
466,LIMA / LIMA / LOS OLIVOS / AV. LOS PLATINOS,AV. LOS PLATINOS,"AV. LOS PLATINOS N°. 259, MZ. A - LT. 17, URB. LOTIZACIÓN INDUSTRIAL INFANTAS LOS OLIVOS - LIMA, REF. A DOS CDRAS. Y MEDIA DE LA AV. ALFREDO MENDIOLA Y/O PANAMERICANA NORTE (ALTURA DEL PARADERO CASETA)",LIMA,LIMA,(01) 500 7878,-11.970.038.188.057.000,-7.706.456.792.944.480
468,AMAZONAS / LUYA / LUYA / LUYA,LUYA,"JR. RAMÓN CASTILLA S/N, LUYA - AMAZONAS, REF. ENTRE EL COLEGIO SECUNDARIO RAMÓN CASTILLA Y EL JR. JOSÉ GÁLVEZ, A MEDIA CDRA. DEL AGENTE DE VENTA DE PASAJES DE CIVA, MÓVIL Y TRANSPORTE CHICLAYO",LUYA,AMAZONAS,(01) 500 7878,-6.159.612.028.355,-77.944.719.801.561
469,LIMA / LIMA / LURIGANCHO / SANTA MARÍA DE HUACHIPA,SANTA MARÍA DE HUACHIPA,"AV. CIRCUNVALACIÓN MZ. A LT. 1 - D C - P SANTA MARÍA DE HUACHIPA - LURIGANCHO - CHOSICA, REF. ENTRE LA AV. CIRCUNVALACIÓN Y LA AV. HUACHIPA",LIMA,LIMA,(01) 500 7878,-12.016.439.072.071.600,-7.691.240.974.118.330
470,PIURA / SULLANA / IGNACIO ESCUDERO / IGNACIO ESCUDERO,IGNACIO ESCUDERO,"AV. PANAMERICANA CALLE 26 LOTE 3, IGNACIO ESCUDERO - SULLANA - PIURA, REF. FRENTE A LA INSTITUCIÓN EDUCATIVA IGNACIO ESCUDERO",SULLANA,PIURA,(01) 500 7878,-48.464.431.521.603,-80.873.376.309.797
471,HUANUCO / HUANUCO / AMARILIS / AMARILIS CO,AMARILIS CO,"JR. LOS PINOS LOTE 3 -D2 URB LOS PINOS - AMARILIS - HUÁNUCO, REF. A LA ESPALDA DE TOYOTA HUÁNUCO",HUANUCO,HUANUCO,(01) 500 7878,-99.139.073.583.669,-76.233.213.644.157
472,ICA / PISCO / PISCO / LA VILLA  CRUCE PISCO,LA VILLA  CRUCE PISCO,"C. P. OBLACION VILLA LOS ANGELES MZ.A LT 13 B LA VILLA PISCO-PISCO-ICA, REF. A 100 METROS CON DIRECCIÓN AL SUR DEDL CRUCE PANAMERICANA ANTIGUA C/N AV. FERMÍN TANGÜIS",PISCO,ICA,(01) 500 7878,-13.714.378,-76.153.788
473,LIMA / HUAROCHIRI / SAN ANTONIO / JICAMARCA,JICAMARCA,"AV. SINCHI ROCA MZ. P LT. 16A P lote 16A, AAHH LAS PRADERAS DE JICAMARCA – SECTOR EL CERCADO – ANEXO 22 JICAMARCA – HUAROCHIRI, REF. CERCA AL ARCO PORTON DE JICAMARCA",HUAROCHIRI,LIMA,(01) 500 7878,-11.931.112.343.934.600,-7.696.588.399.999.960
474,ANCASH / SANTA / CHIMBOTE / AV. LOS PESCADORES CO,AV. LOS PESCADORES CO,"PAR. PARCELA N° 16757 - E SECTOR LA PERLA TRES CABEZAS - ANCASH, REF. FRENTE AL ESTADIO CENTENARIO",SANTA,ANCASH,(01) 500 7878,-90.982.171.678.222,-78.558.546.562.114
475,LIMA / LIMA / ATE-VITARTE / AV EL SOL,AV EL SOL,"AV. EL SOL MZ. S LT. 2 ZONA 03 - ASOC. PARQUE INDUSTRIAL EL ASESOR, SECTOR 010 ZONA 03 - ATE, REF. A UNA CUADRA Y MEDIA DE LA CARRETERA CENTRAL",LIMA,LIMA,(01) 500 7878,-12.038.365.169.091.500,-7.693.396.781.379.990
476,LIMA / LIMA / BRENA / JR. HUARAZ -  BREÑA,JR. HUARAZ -  BREÑA,"JR. HUARAZ 1633, BREÑA -LIMA, REF. EN MEDIO DEL CRUCE DE JR. GRAL ORBEGOSO Y JR. CENTENARIO CON JR. HUARAZ",LIMA,LIMA,(01) 500 7878,-12.065.815.746.489.500,-7.704.986.305.455.080
477,LAMBAYEQUE / CHICLAYO / PIMENTEL / PIMENTEL,PIMENTEL,"CALLE MIGUEL GRAU MZ B LOTE 3 - PIMENTEL - CHICLAYO - LAMBAYEQUE, REF. AL COSTADO DE LA COMISARIA DE PIMENTEL",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-68.347.500.905.235,-79.935.907.463.187
479,AREQUIPA / AREQUIPA / LA JOYA / EL CRUCE LA JOYA,EL CRUCE LA JOYA,"LATERAL 12 C LT. 32, EL CRUCE LA JOYA - AREQUIPA, REF. AL COSTADO DEL GRIFO PRIMAX DE LA JOYA",AREQUIPA,AREQUIPA,(01) 500 7878,-16.492.806.242.963,-71.847.805.600.027
494,LAMBAYEQUE / LAMBAYEQUE / MORROPE / MORROPE,MORROPE,"CALLE TAHUANTINSUYO N° 821, MORROPE - LAMBAYEQUE, REF. FRENTE AL PARQUE INFANTIL DE MORROPE",LAMBAYEQUE,LAMBAYEQUE,(01) 500 7878,-6.543.444.405.424.580,-8.001.232.827.124.000
495,LIMA / LIMA / SANTA ANITA / AV  SANTA ROSA - STA ANITA,AV  SANTA ROSA - STA ANITA,"AV. SANTA ROSA #147 – URB. SANTA ANITA MZ. B1 LT. 08 UNIDAD INMOBILIARIA N° 1 - SANTA ANITA - LIMA, REF. A UNA CDRA. DE LA CARRETERA CENTRAL",LIMA,LIMA,(01) 500 7878,-1.205.226.684.612.810,-7.696.148.503.819.880
496,ICA / PISCO / SAN CLEMENTE / SAN CLEMENTE,SAN CLEMENTE,"AV. LOS LIBERTADORES GRUPO NÚMERO 1 MZ,91 LOTE 7ª SAN CLEMENTE - PISCO - ICA, REF. LIBERTADORES SEXTA CUADRA,FRENTE DEL GRIFO SANTA ROSA",PISCO,ICA,(01) 500 7878,-13.680.502.366.805,-76.151.887.445.621
497,LORETO / MAYNAS / IQUITOS SAN JUAN BAUTISTA / AV PARTICIPACION PARCELA,AV PARTICIPACION PARCELA,"AV. PARTICIPACIÓN PARCELA 9-A SAN JUAN BAUTISTA - MAYNAS - LORETO, REF. FRENTE AL LAVADERO OSITO Y A MEDIA CDRA. DEL PARQUE 1 DE ENERO",MAYNAS,LORETO,(01) 500 7878,-37.793.125.277.868,-7.327.991.317.086
498,CALLAO / CALLAO / LA PERLA / OVALO LA PERLA,OVALO LA PERLA,"AV. LA MARINA 530, URB. BENJAMIN DOIGG LOSSIO, LA PERLA, CALLAO, REF. A 3 CUADRAS DEL ÓVALO DE LA PERLA",CALLAO,CALLAO,(01) 500 7878,-12.068.000.755.732.900,-7.711.576.445.275.210
499,LIMA / LIMA / PUENTE PIEDRA / AV. SAN LORENZO,AV. SAN LORENZO,"AV. SAN LORENZO MZ C LT 20 - ADP VIRGEN DE COPACABANA, PUENTE PIEDRA - LIMA. REF, A MEDIA CUADRA DEL PARQUE VIRGEN DE COPACABANA  ",LIMA,LIMA,(01) 500 7878,-11.856.723.599.999.900,-7.706.764.117.055.220
500,LIMA / LIMA / JESUS MARIA / REAL PLAZA SALAVERRY,REAL PLAZA SALAVERRY,"CENTRO COMERCIAL REAL PLAZA SALAVERRY, AV. GRAL. SALAVERRY 2370, JESÚS MARÍA 15076, REF. FRENTE A LA ESCUELA DE POSTGRADO UTP",LIMA,LIMA,(01) 500 7878,-12.089.813.084.346.300,-7.705.264.319.872.400
501,SAN MARTIN / SAN MARTIN / TARAPOTO / JR. TAHUANTINSUYO,JR. TAHUANTINSUYO,"JR. TAHUANTINSUYO N° 158 - TARAPOTO - SAN MARTÍN, REF. AL COSTADO DEL GRIFO SAN MARTÍN",SAN MARTIN,SAN MARTIN,(01) 500 7878,-6.489.609.616.265,-76.363.556.270.566
502,LAMBAYEQUE / CHICLAYO / JOSE LEONARDO ORTIZ  / AV  BALTA CDRA. 36,AV  BALTA CDRA. 36,"AV. JOSE BALTA N° 3653 C.P.M. PRIMERO DE MAYO JOSE LEONARDO ORTIZ -CHICLAYO -LAMBAYEQUE, REF. ENTRE LA AV. BALTA Y NÉSTOR BARSALLO / A 2 CUADRAS DE LA AV. CHICLAYO",CHICLAYO,LAMBAYEQUE,(01) 500 7878,-67.475.994.398.994,-79.836.109.469.451
503,AREQUIPA / AREQUIPA / CERRO COLORADO / ZAMACOLA,ZAMACOLA,"CALLE YAVARÍ 507 B - ZAMACOLA - CERRO COLORADO – AREQUIPA, REF. A UNA CUADRA DE LA POSTA DE ZAMACOLA (MARCISA CAMPOS)",AREQUIPA,AREQUIPA,(01) 500 7878,-1.635.166.707.504,-71.560.805.179.972
504,AREQUIPA / AREQUIPA / CAYMA / AV CHARCANI,AV CHARCANI,"AV. CHARCANI 401 ASOC. JOSE OLAYA, REF. FRENTE AL COLEGIO MENDEL",AREQUIPA,AREQUIPA,(01) 500 7878,-16.339.917.952.103,-71.540.474.523.392
505,AREQUIPA / AREQUIPA / CERRO COLORADO / AV LOS INCAS,AV LOS INCAS,"AV. LOS INCAS N° 604 SEMIRURAL PACHACUTEC – CERRO COLORADO - AREQUIPA, REF. ESQUINA CON CALLE SAN MARTIN SEMIRURAL PACHACUTEC",AREQUIPA,AREQUIPA,(01) 500 7878,-16.392.024.899.212,-71.570.138.064.496
506,PUNO / AZANGARO / AZANGARO / AZANGARO,AZANGARO,"AV. PRÓCERES S/N, AZÁNGARO - PUNO, REF. A DOS CDRAS. DEL PARQUE DE LA MADRE / A ORILLAS DE LA MISMA AV. PROCERES",AZANGARO,PUNO,(01) 500 7878,-14.917.112.408.676,-70.198.471.956.773
507,LIMA / LIMA / SAN MARTIN DE PORRES / AV. CANTA CALLAO CON IZAGUIRRE,AV. CANTA CALLAO CON IZAGUIRRE,"AV. CANTA CALLAO MZ. A LT. 3 ASOC. BRISAS SANTA ROSA 1RA ETAPA, REF. A MEDIA CDRA. DEL COLEGIO AMISTAD Y/O A CUATRO CDRAS. DE LA AV. CARLOS IZAGUIRRE",LIMA,LIMA,(01) 500 7878,-11.985.684.244.067,-77.102.068.570.552
508,AREQUIPA / AREQUIPA / ALTO SELVA ALEGRE / AV AUGUSTO SALAZAR BONDY,AV AUGUSTO SALAZAR BONDY,"AUGUSTO SALAZAR BONDY MZ J LT 4 ALTO SELVA ALEGRE - AREQUIPA, REF.  A MEDIA CDRA. DE LA IGLESIA GUADALUPE",AREQUIPA,AREQUIPA,(01) 500 7878,-16.380.360.193.926,-71.525.778.403.804
509,SAN MARTIN / SAN MARTIN / TARAPOTO / JR. RAMÓN CASTILLA,JR. RAMÓN CASTILLA,"JR. RAMON CASTILLA N°1362 TARAPOTO - SAN MARTIN, REF. A MEDIA CDRA. DE MANNUCCI MOTOR S.A.",SAN MARTIN,SAN MARTIN,(01) 500 7878,-64.959.447.897.907,-76.372.085.319.981
510,CUSCO / CUSCO / SAN SEBASTIAN / CACHIMAYO - SAN SEBASTIAN,CACHIMAYO - SAN SEBASTIAN,"URB. CACHIMAYO A-37 AV. LA CULTURA – SAN SEBASTIAN – CUSCO, REF. ENTRE PARADERO ENACO Y PARQUE CACHIMAYO, A 2 CUADRA DE LA UNIVERSIDAD ANDINA.",CUSCO,CUSCO,(01) 500 7878,-13.534.609.281.872,-71.910.668.384.545
511,CUSCO / CANCHIS / COMBAPATA / COMBAPATA,COMBAPATA,"AV. SEÑOR DE HUANCA S/N - COMBAPATA - CANCHIS - CUSCO, REF. AL COSTADO DEL GRIFO SEÑOR DE QOYLLURITI - A ORILLAS DE LA MISMA CARRETERA A SICUANI",CANCHIS,CUSCO,(01) 500 7878,-14.102.278.291.534,-71.427.169.751.185
512,LA LIBERTAD / VIRU / VIRU / VIRU CENTRO,VIRU CENTRO,"CALLE PUNO N° 125 - MZ. 32 LT. 7A - VIRÚ - LA LIBERTAD, REF. A MEDIA CDRA. DEL CRUCE DE LA AV. VIRU CON LA CALLE JORGE CHAVEZ / A MEDIA CDRA. DE LA PLAZUELA MARIA PARADO DE BELLIDO",VIRU,LA LIBERTAD,(01) 500 7878,-84.153.338.853.584,-7.875.430.648.376
513,PUNO / SAN ROMAN / JULIACA / AV. LAMPA,AV. LAMPA,"AV. LAMPA MZ. B2 LT. 3 URB. SANTA ADRIANA, JULIACA - SAN ROMÁN - PUNO, REF. A MEDIA CDRA. DE LA POSTA DE SALUD DE LA URB. SANTA ADRIANA",SAN ROMAN,PUNO,(01) 500 7878,-15.483.557.842.074,-7.015.544.291.753
